rest_or_suffix	frequency
මැටියපිටිය	2
මැටියවත්ත	2
මැටියාණ	2
මැටියාය	2
මැටියාවල	2
මැටියෙන්	2
මැටිවැව	2
මැටිහේන	2
මැඩිය	2
මැඩියා	2
මැඩිල්ලට	2
මැණිකෙ	2
මැණිකෙලා	2
මැණිගේ	2
මැණියන්ගේ	2
මැණු	2
මැතකම	2
මැතවරයකු	2
මැත්තකට	2
මැත්තක්‌	2
මැත්තන්ගේ	2
මැත්තනේ	2
මැත්තෙකු	2
මැත්තෙනුත්	2
මැත්නෙන්	2
මැත්වරුන්	2
මැතිකමකින්	2
මැතිකමටත්	2
මැතිකරන	2
මැතිකරවමු	2
මැතිකරවා	2
මැතිකාර්යය	2
මැතිකිරීමේ	2
මැතිගෙයි	2
මැතිත්වයෙන්	2
මැතිතුමන්ව	2
මැතිතුමාගෙත්	2
මැතිතුමාගෙනුත්	2
මැතිතුමාගෙනුයි	2
මැතිතුමාලා	2
මැතිදුට	2
මැතිධුරයක්	2
මැතිධූරයක්	2
මැතිධූරයයි	2
මැතිනිට	2
මැතිනියක්ව	2
මැතිනියන්	2
මැතිනේ	2
මැතිඳු	2
මැතිමේ	2
මැතියක්වත්	2
මැතියකින්ද	2
මැතියටයි	2
මැතියන්ගෙන්	2
මැතියන්ට	2
මැතියය	2
මැතියිලු	2
මැතියිලූ	2
මැතියෙන්ම	2
මැතියෙහි	2
මැතිරයා	2
මැතිරි	2
මැතිවනු	2
මැතිවයා	2
මැතිවරණකොමසාරිස්වරයාට	2
මැතිවරණයකදීම	2
මැතිවරණයක්ද	2
මැතිවරණයේදීද	2
මැතිවරණයේදීය	2
මැතිවරණෙන්	2
මැතිවරයකුගෙන්	2
මැතිවරයටත්	2
මැතිවරයාගේම	2
මැතිවරයාටම	2
මැතිවරයාදැයි	2
මැතිවරයාමෙන්ම	2
මැතිවරයා‌ගෙන්	2
මැතිවරයි	2
මැතිවරයෙකුම	2
මැතිවරයෙකුවත්	2
මැතිවරයෙන්	2
මැතිවරා	2
මැතිවරියගෙන්	2
මැතිවරියාටද	2
මැතිවරුත්	2
මැතිවරුන්ටත්	2
මැතිවරුන්ය	2
මැතිවි	2
මැතිවිපක්ෂයේ	2
මැතිවීමයි	2
මැතිවීම්	2
මැතිවීමෙන්	2
මැතිවුණා	2
මැතිවූවාය	2
මැතිවෙන	2
මැතිවෙනු	2
මැතිවේ	2
මැතිිතුමා	2
මැති‍ගේ	2
මැතීන්ගෙන්	2
මැතුමයි	2
මැදකදී	2
මැදකින්	2
මැදගේ	2
මැදත්	2
මැදරිය	2
මැදලනෙ	2
මැදවච්චියේ	2
මැදසහවයඹපළාත්වලත්ත්‍රිකුණාමලය	2
මැද්දාව	2
මැද්දෙහි	2
මැදිආර	2
මැදිකම්	2
මැදිකරුවන්ට	2
මැදිකරුවෙක්	2
මැදිපාර්ශව	2
මැදිය	2
මැදියක්	2
මැදියකුත්	2
මැදියටයි	2
මැදියනගේ	2
මැදියන්ටත්	2
මැදියන්ව	2
මැදිරයට	2
මැදිරිතුළ	2
මැදිරියකට	2
මැදිරියාගෙන්ද	2
මැදිරියෙක්	2
මැදිරියෙකු	2
මැදිරියෙකුගේ	2
මැදිවියේ	2
මැදිහත්	2
මැදිහත්පත්තුවේ	2
මැදිහත්වීම	2
මැදීමෙන්	2
මැදුරකි	2
මැදුරුවල	2
මැදුරෙහි	2
මැන්න	2
මැන්නොත්	2
මැනිකා	2
මැනීම	2
මැඳිරි	2
මැඳුරු	2
මැරතන්	2
මැරමකට	2
මැරවරයින්	2
මැරිකානා	2
මැරිදිරිය	2
මැරියාවේ	2
මැරී	2
මැරීමකට	2
මැරීමටත්	2
මැරීමද	2
මැරීමෙනුත්	2
මැරුක්ද	2
මැරුනු	2
මැරුමකින්	2
මැරුමටම	2
මැරුමෙහි	2
මැරුවෙකුට	2
මැරුවේය	2
මැරූම්	2
මැල්	2
මැල්වත්ත	2
මැලිදරෑ	2
මැලිබව	2
මැලී	2
මැලේසියානු	2
මැවරණයේදී	2
මැස්මකි	2
මැස්මකින්	2
මැස්මයි	2
මැස්මෙන්ද	2
මැස්මෙහි	2
මැස්මේ	2
මැස්සාටය	2
මැසින	2
මැසියක්	2
මැසියගැන	2
මැසිවාදී	2
මැසීමයිි	2
මැසුණානම්	2
මැසුණු	2
මැසුම්දායකයි	2
මැසුම්දායකව	2
මැසෙන්නේ	2
මැසෙන්නේවත්	2
මැහිය	2
මැහුණෙ	2
මැහුනේ	2
මැහුවා	2
මැහෙනවා	2
මැළයේ	2
මැළි	2
මෑනියන්	2
මෑල	2
මෑලිය	2
මෑලී	2
මිඅම්මාගේ	2
මිආශ‍්‍රිත	2
මිඑපැබඑ	2
මිකංතමග්ඝ	2
මිකකටයුතු	2
මිකකරණයට	2
මිකත්වයකටයි	2
මිකත්වයකි	2
මිකත්වයත්	2
මිකත්වයේත්	2
මිකතාවක්වත්	2
මිකතාවයනට	2
මිකතාවයන්ගෙන්	2
මිකතාවයන්වල	2
මිකතාවයයි	2
මිකබව	2
මිකභාවයක්	2
මිකමට	2
මිකයගේ	2
මිකයටත්	2
මිකයන්ගේත්	2
මිකයන්ටය	2
මිකයන්ටවත්	2
මිකයන්වී	2
මිකයාගෙන්	2
මිකයින්වත්	2
මිකයිනි	2
මිකයෙක්වූ	2
මිකයේක්	2
මිකරගත්තා	2
මිකරගනී	2
මිකරයි	2
මිකරලා	2
මිකරලීමට	2
මිකරලූ	2
මිකවතාවත්හි	2
මිකවතාවන්	2
මිකවද	2
මිකවම	2
මිකවය	2
මිකවිධායක	2
මිකවී	2
මිකසංවිධානවලට	2
මිකස්	2
මිකාතා	2
මිකාවක	2
මිකාවක්	2
මිකිරිමය	2
මිකිරීමකින්	2
මිකිරීමේදී	2
මිකෙනෙක්	2
මිකෙරුණු	2
මිගමෙක	2
මිගායුතාඅමබුසෙවාලසඤජනනාතෙසෙලා	2
මිගෙනි	2
මිගේත්	2
මිගොඩ	2
මිච්ඡං	2
මිචිය	2
මිජිත්	2
මිජෙයන්	2
මිටකට	2
මිටකින්	2
මිටඩ්හි	2
මිටද	2
මිටම	2
මිටය	2
මිටරයට	2
මිට්ටා	2
මිට්ෂු	2
මිටිකාර	2
මිටියකින්	2
මිටුවකින්	2
මිඩයකට	2
මිඩවලට	2
මිඩි	2
මිඩීස්	2
මිණකයා	2
මිණගේ	2
මිණවිය	2
මිණවීමෙන්	2
මිණවීමේ	2
මිණවෙනු	2
මිණිකයෙක්	2
මිණිගම	2
මිණිගෙඩි	2
මිණිට	2
මිණිනෙ	2
මිණිපුර	2
මිණිබිරියගේ	2
මිණිමේ	2
මිණියගේ	2
මිණියගොල්ල	2
මිණියන්ට	2
මිණියයෙන්	2
මිණිරිළු	2
මිණිවිම	2
මිණිසෑය	2
මිණීමපිළිබඳ	2
මිණීමය	2
මිණීමෙනි	2
මිණීය	2
මිණීවල	2
මිණුන	2
මිණෙ	2
මිණෙතැ	2
මිණෙතැයි	2
මිණෙන්න	2
මිණෙන්නත්	2
මිණෙන්නන්ගේ	2
මිණෙන්නේනම්	2
මිණෙනා	2
මිණෙනාහ	2
මිණෙමැයි	2
මිණේත්	2
මිණේවා	2
මිතක	2
මිතතයි	2
මිතත්වයක්	2
මිතතාවන්	2
මිතතාවය	2
මිතබවද	2
මිතමධුරාර්ථවාදී	2
මිතයක්	2
මිතයකුෂිනගර්	2
මිතයජාතික	2
මිතයත	2
මිතයන්න	2
මිතයන්හි	2
මිතයමේ	2
මිතයලබන	2
මිතලූ	2
මිතලෙස	2
මිතවඇත	2
මිතවැ	2
මිතවෙලා	2
මිත්තක	2
මිත්තක්ද	2
මිත්තන්ගේ	2
මිත්තනාඩුව	2
මිත්තපුර	2
මිත්තාපුර	2
මිත්තාවට	2
මිත්තිතා	2
මිත්තේ	2
මිත්වයද	2
මිත්‍රකම්ද	2
මිත්‍රත්වයේ	2
මිත්‍රභාවය	2
මිත්‍රභාවයෙන්	2
මිත්‍රයකු	2
මිත්‍රයන්ගේ	2
මිත්‍රයන්ට	2
මිත්‍රයෙක්	2
මිත්‍රව	2
මිතාවක	2
මිතාවකට	2
මිතාවන්ගෙන්	2
මිතාවෝ	2
මිතිකභාවයක්	2
මිතිකරණය	2
මිතිකාරී	2
මිතිබෙන	2
මිතිම	2
මිතියකයි	2
මිතියට	2
මිතිවලින්	2
මිතීන්වල	2
මිතීන්වලට	2
මිතුරන්ය	2
මිතුරාට	2
මිතුරුකම	2
මිතුරුකමෙන්	2
මිතුරුතාද	2
මිතුරුතාවක්	2
මිතුරුතාවන්	2
මිතුරුතාවයන්	2
මිතුරුතාවයේ	2
මිතුරුතාවේ	2
මිතුරුවයි	2
මිතුරෙක්	2
මිතුරෙකි	2
මිතුරෙකුවන	2
මිතුරෝය	2
මිත‍ය	2
මිත‍්‍රභාවය	2
මිත‍්‍රයෙක්	2
මිත‍්‍රාදීන්ගේ	2
මිත‍්‍රාදීන්ව	2
මිදණවටක්	2
මිදම්	2
මිදලන	2
මිදිරි	2
මිදීම	2
මිදූලු	2
මිදෙන්න	2
මිදෙල්ල	2
මිධිපත්‍යයද	2
මිනකටින්	2
මිනක්	2
මිනගිරග	2
මිනන්	2
මිනපයින්ගසා	2
මිනබර	2
මිනමක්	2
මිනම්	2
මිනයම්	2
මිනයෙන්	2
මිනවාත	2
මිනවෙන	2
මිනසැනෙන්	2
මින්අ	2
මින්ආ	2
මින්ඇත	2
මින්ඇයගේ	2
මින්උස්	2
මින්ඌව	2
මින්එක්සක්	2
මින්එසේ	2
මින්කරනසටනසමග	2
මින්කි	2
මින්කියා	2
මින්ගනිති	2
මින්ග්	2
මින්ගුගුරමින්	2
මින්ගුවන්	2
මින්තහවුරු	2
මින්ත්‍	2
මින්තාන්	2
මින්තිබියදී	2
මින්තිබේ	2
මින්තුවත්	2
මින්දකුණු	2
මින්දෙරටෙහිම	2
මින්නං	2
මින්පවසයි	2
මින්පොලිස්	2
මින්බදු	2
මින්බලමින්	2
මින්බ්	2
මින්බි‍්‍රතාන්‍ය	2
මින්මලක	2
මින්මව	2
මින්මවගකීම	2
මින්මෙ	2
මින්මෙයට	2
මින්යන	2
මින්ය‍	2
මින්රාජ	2
මින්ලොවට	2
මින්වත්ද	2
මින්වලට	2
මින්වලින්	2
මින්වැඩිදුරටත්	2
මින්වි	2
මින්වෙස්ට්	2
මින්සදා	2
මින්සරාගී	2
මින්සහභාගිවන්නන්	2
මින්ස්	2
මින්හදාගත්	2
මින්‍ගේ	2
මිනැ	2
මිනිගේ	2
මිනිතවදුරටත්	2
මිනිත්තුව	2
මිනිදි	2
මිනින්ම	2
මිනිමේ	2
මිනියට	2
මිනියම්ය	2
මිනියාවත්ත	2
මිනියු	2
මිනියුකේෂන්	2
මිනිලි	2
මිනිසත්කමයි	2
මිනිස්කම්	2
මිනිසුන්ගේ	2
මිනිසෙකු	2
මිනිහෙක්ගෙ	2
මිනිී	2
මිනි‍	2
මිනීමැරුම්	2
මිනීමේ	2
මිනීයම්	2
